Place_ID,Nombre,Tipo_Principal,Todos_Tipos,Dirección,Rating,Total_Ratings,Abierto_Ahora,Horarios,Teléfono,Sitio_Web,Latitud,Longitud
ChIJabSTsO2R05ERX7Gpr7CAvAs,Baños,tourist_attraction,"tourist_attraction, point_of_interest, establishment","Oriente 238, Baños de Agua Santa",4.7,9,,No disponible,,,-1.3915273,-78.4160826
ChIJf0Mv5RaR05ERM42u2PD-kak,Balmoral Market,lodging,"lodging, point_of_interest, establishment","JH5P+42V, Av Amazonas y los Combatientes, Baños de Agua Santa",4.1,7,,No disponible,,,-1.3921494,-78.4149438
ChIJQ-rE-MSR05ERhdPVoF8u5fY,Ready to RENT,lodging,"lodging, point_of_interest, establishment","E30, Baños de Agua Santa",5.0,4,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 835 8433,http://airbnb.com/h/departamento-privado-centro-banos-8personas,-1.3922074,-78.41438029999999
ChIJZXGldEOR05ERatDiZre6mUc,ADRIAN -HOME,lodging,"lodging, point_of_interest, establishment","Avenida Amazonas, Baños de Agua Santa",5.0,12,,No disponible,098 371 5871,,-1.3922852,-78.4142203
ChIJUUcs-wOR05ERgABF2tIZCAo,Hospedaje baños,lodging,"lodging, point_of_interest, establishment",San Benito,,0,,No disponible,,,-1.3922428,-78.4140372
ChIJX_o84LCR05ERp7NRWCaBo_M,Alojamiento Guevara,lodging,"lodging, point_of_interest, establishment",Banos,,0,,No disponible,099 869 4627,,-1.3920781,-78.4140525
ChIJSYphVl-R05ERHrFX5xmVLcI,Estancia de Paolo,lodging,"lodging, point_of_interest, establishment","C.Camino Real, y, Baños de Agua Santa",4.7,6,,No disponible,099 242 4923,,-1.3920129,-78.4141673
ChIJW7q4sVCR05ER1r5DuMd2GuU,Posada de fuego,lodging,"lodging, point_of_interest, establishment","JH5P+7C7, Calle Camino real, Baños de Agua Santa",,0,,No disponible,(03) 274-2518,,-1.3918414,-78.4139612
ChIJzXYJba6R05ERpLqhXytKXfs,El Conazo KMD'S,restaurant,"restaurant, food, point_of_interest, establishment","Camino Real y San Pedro Barrio San Vicente, Baños de Agua Santa",3.0,2,False,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: Closed,098 702 8123,,-1.3919006,-78.4135616
ChIJjd5j83eR05ERIV8T5rHjHKk,Gustavo Guaraca,lodging,"lodging, point_of_interest, establishment",Via A Sauce,,0,,No disponible,,,-1.3915517,-78.4131323
ChIJT8Zk4CmR05ERA6ZuHpD1MQ0,Departamento Vacacional La Visita,lodging,"lodging, real_estate_agency, travel_agency, point_of_interest, establishment","Baños de agua santa Av.Amazonas, Calle Camino real, Baños de Agua Santa",5.0,2,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,096 905 2863,,-1.3915529,-78.4130086
ChIJ3xw8sLiR05ERwz4XWePDadI,sabor sobre ruedas,restaurant,"restaurant, food, point_of_interest, establishment","JH5P+5XH, Calle Camino real, Baños de Agua Santa",5.0,2,,No disponible,099 845 9379,,-1.392062,-78.4125303
ChIJBYVHKhyR05ERPM048kPyQqY,Ecotourism Center Alpinar,lodging,"lodging, point_of_interest, establishment","Caserio Illuchi, Baños de Agua Santa",4.7,72,True,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,096 983 8030,http://www.ecoturismoalpinar.com/,-1.3911823,-78.4258139
ChIJFcINZ3GR05ERudbjnfuyqOU,MolliTiam’s House,lodging,"lodging, point_of_interest, establishment","Avenida Amazonas S/N y, Baños de Agua Santa",4.9,10,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 874 9673,,-1.39098,-78.41941109999999
ChIJswH28RmR05ERKSvw_oMrG3U,Bar Karaoke Relax Live,bar,"bar, point_of_interest, establishment",Ecuador,5.0,1,,No disponible,,,-1.390968,-78.4194122
ChIJIZfjytCR05ERDabd76pQ3J8,HOSTAL KORUMA,lodging,"lodging, point_of_interest, establishment","avenida amazonas, y, Baños de Agua Santa",4.6,5,,No disponible,098 757 1827,https://hostal-koruma.negocio.site/?utm_source=gmb&utm_medium=referral,-1.3908986,-78.41829059999999
ChIJ38HSWxeR05ERJMqGylLs96k,Balmoral Lodge,lodging,"lodging, point_of_interest, establishment","JH5J+JMX, De Los Combatientes, Baños de Agua Santa",4.1,10,,No disponible,,,-1.3908774,-78.41826209999999
ChIJuYorQmmR05ERMvm0f3-p7Fk,"Hostal Restaurant"""" Orquidea Dorada """"",lodging,"lodging, point_of_interest, establishment","JH5J+JQ4, Banos",1.0,1,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,(03) 274-1065,,-1.3909792,-78.41804429999999
ChIJi_EY-RmR05ER7FwRbU1HOBg,Sal Y Vino Express,restaurant,"restaurant, food, point_of_interest, establishment","JH5J+PFQ, 12 de Noviembre, Baños de Agua Santa",4.0,4,False,Monday: 11:00 AM – 8:30 PM; Tuesday: 11:00 AM – 8:30 PM; Wednesday: 11:00 AM – 8:30 PM; Thursday: 11:00 AM – 8:30 PM; Friday: 11:00 AM – 8:30 PM; Saturday: 11:00 AM – 8:30 PM; Sunday: 11:00 AM – 8:30 PM,,,-1.3906595,-78.4187657
ChIJ6QaT5QOR05ERJvnppvbO3i4,Heladería Divino Niño,cafe,"cafe, food, point_of_interest, establishment","Oriente 238, Baños de Agua Santa",,0,,No disponible,,,-1.3910875,-78.4185255
ChIJ1XGL2RuR05ER_pPESx7ObeE,Bee house by Evan’s Company,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,098 735 9755,,-1.3909128,-78.4179503
ChIJBafVRReR05ERHtMQxQK2DXw,Tdo Samis,restaurant,"restaurant, food, point_of_interest, establishment",Ecuador,,0,,No disponible,,,-1.3911504,-78.4172879
ChIJEe6RVBeR05ER1USr1Xaj2dg,Restaurante El Eden,restaurant,"restaurant, food, point_of_interest, establishment","JH5J+QQ4, Banos",4.3,6,False,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: 12:00 – 9:30 PM,096 073 3577,,-1.3906137,-78.4180513
ChIJ1eDoImiR05ERU8UajOzXz3o,Parrilladas Uruguayas de Jorge el Polaco Busto,restaurant,"restaurant, food, point_of_interest, establishment","E30 Av. Amazonas entre De las Acacias y Los Helechos Sector la Y del barrio el Recreo, Baños de Agua Santa",4.5,258,False,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 10:00 PM,099 575 3666,,-1.391234,-78.41686880000002
ChIJtTuGAueR05ERkoKnQ0wx8L4,Aso de Bolas de Acero,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH5J+QX6, Banos",5.0,1,,No disponible,,,-1.3905917,-78.4176117
ChIJJyCbVACR05ERFdIR-EByuLU,Casa Marianis,lodging,"lodging, point_of_interest, establishment",Via A Sauce 777,5.0,1,,No disponible,098 546 5132,,-1.3912901,-78.4127553
ChIJHVd-j6qR05ERo7SQOYj7GSU,APACHE GRILL & APACHE HOUSE,restaurant,"restaurant, food, point_of_interest, establishment","Via A Sauce 777, Baños de Agua Santa",4.6,7,False,Monday: Closed; Tuesday: 6:00 – 10:00 PM; Wednesday: 6:00 – 10:00 PM; Thursday: 6:00 – 10:00 PM; Friday: 6:00 – 10:00 PM; Saturday: 6:00 – 10:30 PM; Sunday: Closed,,,-1.391363,-78.4127491
ChIJ_0A9bwCR05ERhc4CYj6u6X4,Escalera al cielo,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH5G+R9J, Baños de Agua Santa",5.0,1,,No disponible,,,-1.39042,-78.42410300000002
ChIJhwnb5hCR05ERezCP4PZSCEY,La Sazón de la Abuela,cafe,"cafe, restaurant, food, point_of_interest, store, establishment","Illuchi-San Francisco, Baños de Agua Santa",5.0,3,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 9:00 PM,098 142 5858,https://bit.ly/3LeSNu4,-1.389809,-78.42320959999999
ChIJY0H3xBuR05ERI4L9DpAulLg,Hostal Accesible Las Granadillas,lodging,"lodging, point_of_interest, establishment","JH6H+449, 50, Baños de Agua Santa",,0,,No disponible,(03) 274-2868,,-1.3897201,-78.4221268
ChIJ2ffncGOR05EReWO-Y8K2GC0,ANDYS,lodging,"lodging, point_of_interest, establishment","De los Rosales y de las Dalias. Esquina, Baños de Agua Santa",4.8,10,,No disponible,093 943 7698,,-1.3902053,-78.4188305
ChIJWaIxjyKR05ER8duMoz43hDc,Helen's Asadero,restaurant,"restaurant, food, point_of_interest, establishment","Los Rosales, Baños de Agua Santa",5.0,1,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 6:00 – 10:00 PM; Saturday: 6:00 – 10:00 PM; Sunday: Closed,098 737 4363,https://www.facebook.com/HelensAsadero/,-1.3896218,-78.4194876
ChIJcTijxIKR05ERLzKef4mW37Y,AGUARDIENTE DE CAÑA,bar,"bar, point_of_interest, establishment","Los Rosales, Baños de Agua Santa",,0,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: 1:00 AM – 4:00 PM,099 904 5151,,-1.3896056,-78.4193294
ChIJe4AM0hCR05ERNG1QocHqyho,Pillango Rest,lodging,"lodging, point_of_interest, establishment","y, Baños de Agua Santa",4.8,30,,No disponible,096 282 1504,https://abnb.me/vO5Bm5Mj4wb,-1.3900168,-78.4160696
ChIJ71pIvamR05ERQmG-7HifuDs,Andy ́s Home,lodging,"lodging, point_of_interest, establishment",Via A Sauce 777,,0,,No disponible,,https://es-l.airbnb.com/rooms/987244351772545220?check_out=2023-10-09&adults=6&check_in=2023-10-08&viralityEntryPoint=1&s=76&unique_share_id=9B734B4B-0D6F-46DC-AB7F-A741C0EF6B5C,-1.390337,-78.413483
ChIJXWO6FOOR05ERqDklFY2_kmg,hospedaje casa frida,lodging,"lodging, point_of_interest, establishment","Cerca 777, Baños de Agua Santa",5.0,2,,No disponible,099 718 9547,https://instagram.com/casafrida_hospedaje?igshid=OGQ5ZDc2ODk2ZA==,-1.3906211,-78.4128228
ChIJ8S3Z35mR05ER9Irht8TVf5Y,Caoba Lodge / Baños de Agua Santa,lodging,"lodging, point_of_interest, establishment","San Vicente - Via Los Sauces, Baños de Agua Santa",5.0,21,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 264 9775,,-1.3900801,-78.4127188
ChIJK5uqOgCR05ERQgTBOzOKEzc,LA POSADA DEL ARRIERO,lodging,"lodging, point_of_interest, establishment",Via A Sauce 777,,0,,No disponible,098 484 6545,,-1.3900277,-78.4127259
ChIJ13JndhyR05ERuQQ3jDhyaog,illari - Magic View Illuchi,lodging,"lodging, point_of_interest, establishment","Calle Sendero San Francisco, Baños de Agua Santa",4.9,55,,No disponible,,http://abnb.me/EVmg/ClWlgcLiVD,-1.3889023,-78.4241675
ChIJI0xeojuR05ERUL7s2d-xcR0,Casa Enmita Garden,lodging,"lodging, point_of_interest, establishment","1 78.419598, Baños de Agua Santa",5.0,6,,No disponible,099 560 9921,http://airbnb.com/h/casaenmita,-1.3890113,-78.4196396
ChIJlR0CDCyR05ER8gZYSYa2-Mc,Las Delicias del Recreo,restaurant,"meal_delivery, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",Banos,5.0,1,True,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 8:00 PM,098 375 5820,,-1.3894286,-78.41943069999999
ChIJQyYRfMeR05ERNsZ2g1Ul_O0,VEGANO KICHUA Food,restaurant,"restaurant, food, point_of_interest, establishment","JH6J+67F, Los Rosales, Baños de Agua Santa",4.8,57,,No disponible,098 746 9434,,-1.389445,-78.4193288
ChIJi7yHcxqR05ER6QsKP6r_I2c,Camping Baños de Agua Santa,lodging,"campground, park, lodging, restaurant, food, point_of_interest, establishment","Las Cucardas, Baños de Agua Santa",4.4,145,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 260 3113,https://m.facebook.com/casitaNaranjita/?ref=bookmarks,-1.3891678,-78.4185475
ChIJ4WzfL1KR05ER41HzDBMBt68,AppleGreen,tourist_attraction,"tourist_attraction, lodging, point_of_interest, establishment","Y De Las Flores, De las Acacias, Baños de Agua Santa",5.0,1,,No disponible,096 327 7573,https://www.paginas-amarillas.com.ec/banos/servicios/applegreen,-1.3892698,-78.4181021
ChIJ5dF8KwCR05ERnavwYaCwwrE,La Casa de la Abuela,lodging,"lodging, point_of_interest, establishment","JH6J+9PM, Las Bugambillas, Baños de Agua Santa",,0,,No disponible,,,-1.3890377,-78.41819819999999
ChIJD_FNPYiR05ERVX4E6Luvtf0,Lina Apartamento,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,096 054 3336,,-1.3889319,-78.41835379999999
ChIJh1-6c2OR05ER2yLXLkqMHt8,Pizzeria Dante,restaurant,"restaurant, food, point_of_interest, establishment",Banos,5.0,1,False,Monday: 2:00 – 10:00 PM; Tuesday: 2:00 PM – 3:00 AM; Wednesday: 2:00 PM – 3:30 AM; Thursday: 2:00 – 10:30 PM; Friday: 2:00 – 10:30 PM; Saturday: 2:00 – 10:30 PM; Sunday: 2:00 – 10:30 PM,098 448 1819,,-1.3889638,-78.41826189999999
ChIJmY7qlxCR05ERjlFQFzEHSE0,Hostal El Recreo,lodging,"lodging, point_of_interest, establishment","JH6M+92W, Calle Las Flores Y Las Cucardas, Baños de Agua Santa",4.2,44,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 326 6802,,-1.3890131,-78.4174116
ChIJ7x1R392R05ERhqUGLJnRvQA,Cabaña muy bonita,lodging,"lodging, point_of_interest, establishment","JH6J+3X7, Banos",,0,,No disponible,,,-1.3894703,-78.41757869999999
ChIJm_U03xGR05ERi2pZzk8D5wc,Casa Reina Sofia,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa",,0,,No disponible,099 625 3824,,-1.3888247,-78.4177737
ChIJs9DZTqaR05ER86x7YtUzNPk,CASA ANGELITA AIRBNB,lodging,"lodging, point_of_interest, establishment","De las Acacias, y, Baños de Agua Santa",5.0,1,,No disponible,098 739 4059,,-1.3894879,-78.4163141
ChIJNe2xDTeR05ER0khXgq5Nwf4,VISTA REAL AIRBNB,lodging,"lodging, point_of_interest, establishment","JH6M+5FX, De las Acacias, y, Baños de Agua Santa",,0,,No disponible,,,-1.3895052,-78.41628089999999
ChIJ6ygI4kiR05ERm6CtuvYlO_g,Lunari House,lodging,"lodging, point_of_interest, establishment","Avenida Amazonas, Baños de Agua Santa",4.9,29,,No disponible,099 557 9246,,-1.3893816,-78.415843
ChIJq-kQuBOR05ERra4Im2qRgG4,Luna Churin,lodging,"lodging, point_of_interest, establishment","JH6M+9G7, De las Acacias, Baños de Agua Santa",1.0,3,,No disponible,,,-1.3893108,-78.4156428
ChIJySq9eryR05ERioDP6Vx3YxQ,LA CALLE Speakeasy,restaurant,"restaurant, bar, food, point_of_interest, establishment",Via A Sauce 777,5.0,6,False,Monday: 5:00 – 11:30 PM; Tuesday: 5:00 – 11:30 PM; Wednesday: 5:00 – 11:30 PM; Thursday: 5:00 – 11:30 PM; Friday: 1:00 AM – 11:30 PM; Saturday: 5:00 – 11:30 PM; Sunday: 3:00 – 11:30 PM,098 776 9729,,-1.3896103,-78.4126474
ChIJpdVd4pqR05ERcV0Xf3cpEW4,Rancho Ortiz,lodging,"lodging, point_of_interest, establishment","JH69+RHR, Banos",,0,,No disponible,,,-1.3878873,-78.4311172
ChIJo3kSXACR05ERkAw4NOahkdc,Bubucoca Residence,lodging,"lodging, point_of_interest, establishment","JH6G+3PF, Banos",,0,,No disponible,,,-1.3885746,-78.4229579
ChIJq8TRzZ2R05ERqdtAaJMy_zM,Villas Bossano - Samar,lodging,"lodging, point_of_interest, establishment","Calle C y Las Bugambillas, Baños de Agua Santa",4.9,17,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,097 966 7141,http://www.villasbossano.com/,-1.3883632,-78.4181194
ChIJp-4mGgCR05ERg_pm-qR413o,"De las Margaritas, Baños de Agua Santa, Ecuador",lodging,"lodging, point_of_interest, establishment","JH6J+V9J, De las Margaritas, Baños de Agua Santa",,0,,No disponible,,,-1.3877924,-78.4190942
ChIJ2S1fv-mR05ERqoS-i_Biifw,P.P3 House Hotel Baños,lodging,"lodging, point_of_interest, establishment","De las Margaritas &, Baños de Agua Santa",5.0,2,,No disponible,099 140 0714,,-1.3877924,-78.4190942
ChIJSxe2iBqR05ER8acW_LLcTF4,Hostel papiroM,lodging,"lodging, point_of_interest, establishment","JH6J+V8Q, Las Cucardas, Baños de Agua Santa",,0,,No disponible,,,-1.3877904,-78.4191431
ChIJmYy6fxCR05ERiFSs1qHQoXM,La Quinta Mansión,lodging,"lodging, point_of_interest, establishment","de agua santa, Baños de Agua Santa",4.2,90,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,096 938 3723,,-1.3877977,-78.41841889999999
ChIJPzvSSwCR05ER32MFVWwM4_U,VISAN - HOUSE,lodging,"lodging, point_of_interest, establishment","JH6M+HJ5, De las Orquideas, Baños de Agua Santa",5.0,2,,No disponible,099 991 9789,,-1.3886042,-78.4158863
ChIJFSgMhRqR05ERa4if5B3kKME,Backpackers Balcones River Lodge,lodging,"lodging, point_of_interest, establishment","JH6J+VW, Banos",4.0,276,,No disponible,098 812 8527,https://www.booking.com/hotel/ec/backpackers-balcones-river-lodge-banos-de-agua-santa.en-gb.html,-1.3878125,-78.4176875
ChIJbQ-K_BCR05ERzOdHV0fbx20,Mochila Del Abuelo Hostel,lodging,"lodging, point_of_interest, establishment","JH6M+HPV, Banos",4.5,4,False,Monday: Open 24 hours; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Open 24 hours,098 771 1656,,-1.3885097,-78.4157025
ChIJaw-K_BCR05ERFYgxwC9xhrY,BackPackers Paradise,lodging,"lodging, point_of_interest, establishment","JH6M+HPV, Banos",4.3,10,False,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 12:00 AM,098 771 1656,,-1.3885097,-78.4157025
ChIJy60x90OR05ERAPLmlVaDCTo,La Bella Italia En Casa,restaurant,"meal_takeaway, restaurant, food, point_of_interest, establishment","JH6P+CXR, San Vicente, Baños de Agua Santa",4.7,59,True,Monday: 12:00 AM – 11:00 PM; Tuesday: 12:00 AM – 11:00 PM; Wednesday: 12:00 AM – 11:00 PM; Thursday: 12:00 AM – 11:00 PM; Friday: 12:00 AM – 11:00 PM; Saturday: 12:00 AM – 11:00 PM; Sunday: 12:00 – 11:00 PM,098 272 4000,,-1.3888874,-78.4126064
ChIJX2eDCiOR05ERxIiLcfJ_C00,Hostal Cordillera de Los Andes,lodging,"lodging, point_of_interest, establishment","Avenida el Salado a 200 metros de, Av. Amazonas, Baños de Agua Santa 180250, Ecuador",4.3,64,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,097 916 5988,,-1.3989649,-78.4310654
ChIJh6MibiCR05ER6XcbV9ecZh4,Montano Camping & Hostel,park,"rv_park, campground, park, lodging, point_of_interest, establishment","Ambato 1482 y, Baños de Agua Santa, Ecuador",4.8,281,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 772 5144,,-1.3967837,-78.42899
ChIJV1jIBiCR05ERPg8-d7OCd1Q,Pizzeria la carreta,restaurant,"restaurant, food, point_of_interest, establishment","Vía a Baños 1858, Baños de Agua Santa, Ecuador",3.0,3,False,Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 5:00 – 10:00 PM; Friday: 5:00 – 10:00 PM; Saturday: 5:00 – 10:00 PM; Sunday: 12:00 AM – 5:00 PM,096 723 4298,,-1.396738,-78.4320461
ChIJoRQ5kJ-R05ERRc8ap2hzdhM,Homero’s Grill Gastrobar,restaurant,"restaurant, food, point_of_interest, establishment","JH39+8C8, Banos, Ecuador",,0,,No disponible,,,-1.3967079,-78.4315086
ChIJ56Bn8t-Q05ERzcF-jKPUKH8,Rotulos 3D,restaurant,"restaurant, food, point_of_interest, establishment","Banos, Ecuador",,0,,No disponible,,,-1.3962249,-78.43034709999999
ChIJEbVvZRGR05ER9mFC3G52Poc,Restaurant Perla Negra,restaurant,"restaurant, food, point_of_interest, establishment","JH39+CV5, Banos, Ecuador",2.6,5,True,Monday: 8:00 AM – 8:20 PM; Tuesday: 8:00 AM – 8:20 PM; Wednesday: 8:07 AM – 8:20 PM; Thursday: 8:07 AM – 8:20 PM; Friday: 8:07 AM – 8:20 PM; Saturday: 8:07 AM – 8:20 PM; Sunday: 8:07 AM – 8:20 PM,099 377 6048,,-1.3964478,-78.430262
ChIJ09CAJg6R05ERM1rIsg3sM0E,Restaurante Rauray Ecuatoriano,restaurant,"restaurant, food, point_of_interest, establishment","Amazonas y El Salado, Baños de Agua Santa 180301, Ecuador",4.7,12,True,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 8:00 PM,099 903 6716,,-1.3964549,-78.4301959
ChIJofumKiCR05ERVHJLiCbRZQo,Casa Mama Emma,lodging,"lodging, point_of_interest, establishment","Vía a Baños, Baños de Agua Santa, Ecuador",4.8,36,,No disponible,099 596 4046,,-1.3953915,-78.4272798
ChIJ60wcDVWR05ERBWzGodYiA90,La Sazón de NICOLÁS,restaurant,"restaurant, food, point_of_interest, establishment","JH3C+G69, Tomas Vargas, Baños de Agua Santa, Ecuador",5.0,1,False,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 7:00 – 10:30 PM; Saturday: 7:00 – 10:30 PM; Sunday: 12:00 AM – 5:00 PM,099 276 1931,,-1.3962136,-78.429383
ChIJCc5UUyeR05ERKL97W8UMQvg,La Parrilla Steak House,restaurant,"restaurant, food, point_of_interest, establishment","Tomas Vargas, Baños de Agua Santa, Ecuador",4.1,27,True,Monday: 12:30 – 10:30 PM; Tuesday: 12:30 – 10:30 PM; Wednesday: 12:30 – 10:30 PM; Thursday: 12:30 – 10:30 PM; Friday: 12:30 – 11:00 PM; Saturday: 8:00 AM – 11:00 PM; Sunday: 8:00 AM – 9:00 PM,096 098 3333,https://linktr.ee/laparrilla.steakhouse?fbclid=IwAR2gX2o5Tf6drIUqyTd3aDXIChBlv7Vt9pREnrmu7tkg6D__XLyOC4XYcA8,-1.3964001,-78.4295111
ChIJLYrtDCCR05ER1bS-USKRNaQ,Banos Ecuador Informacion Turistica. Hoteles Restaurantes Tours Agencias De Viajes,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH3C+J8R, Vía a Baños, Baños de Agua Santa, Ecuador",4.7,399,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 319 5684,,-1.3958883,-78.4292376
ChIJTwi4AgCR05ERr09MD5crj1I,Parque de Niños Ines María,park,"park, point_of_interest, establishment","JH4C+95J, Banos, Ecuador",5.0,3,,No disponible,,,-1.3944401,-78.4293989
ChIJC3fbECGR05ERL-rjNZ9bBss,Hostal Princesa Maria,lodging,"lodging, point_of_interest, establishment","Vicente Rocafuerte, Baños de Agua Santa, Ecuador",4.7,211,,No disponible,098 302 1120,https://www.booking.com/hotel/ec/hostal-princesa-maria.es.html,-1.3983971,-78.4260214
ChIJE-cAJtKR05ERJ_39cUVLHX8,Hostal Mayje,lodging,"lodging, point_of_interest, establishment","calle pastaza, y, Baños de Agua Santa 180250, Ecuador",3.4,5,,No disponible,099 635 3504,,-1.3957356,-78.4250845
ChIJR2d72SOR05ERltHGoeWgI5E,Hostal Copacabanna,lodging,"lodging, point_of_interest, establishment","JH2G+MGF, Vicente Rocafuerte, Baños de Agua Santa 180250, Ecuador",3.9,32,,No disponible,098 359 7971,,-1.3983226,-78.4237012
ChIJc0TtfR-R05ERXpl1HALglFc,La Huekita Marisquera,restaurant,"restaurant, food, point_of_interest, establishment","Banos, Ecuador",,0,,No disponible,,,-1.3951582,-78.42643559999999
ChIJW0Rj0yOR05ERdDA33eTFQVA,Hostal Central,lodging,"lodging, point_of_interest, establishment","JH2G+XG4, Pedro Vicente Maldonado, Baños de Agua Santa 180250, Ecuador",4.2,5,,No disponible,099 372 2090,,-1.3976045,-78.4236598
ChIJ16uPZPKR05ERXTBidW0b-ns,Pizza Rick,restaurant,"meal_delivery, restaurant, food, point_of_interest, establishment","JH3F+MJ2, Juan Leon Mera, Baños de Agua Santa 180250, Ecuador",4.8,6,False,Monday: 4:00 – 10:00 PM; Tuesday: 4:00 – 10:00 PM; Wednesday: 4:00 – 10:00 PM; Thursday: 4:00 – 10:00 PM; Friday: 4:00 – 10:00 PM; Saturday: 4:00 – 10:00 PM; Sunday: 4:00 – 10:00 PM,099 550 7607,,-1.395858,-78.4259916
